source,target,total_normalized_amount_for_old_players
36892,798,0
377,13776,0
157,3943,0
428,503,0
6992,2737,0
3396,7185,0
2783,675,0
2577,985,0
1085,22690,0
5225,540,0
12765,2180,0
6767,142,0
2700,3811,0
317,232,0
419,338,0
6993,4128,0
1038,2700,0
4353,6,0
3302,134,0
5585,430,0
9690,1038,0
12054,14589,0
2703,4482,0
4603,1268,0
2262,148,0
200,383,0
8970,80,0
2714,2439,0
30037,6994,0
3371,31,0
3237,409,0
1423,4064,0
2421,3349,0
62,10960,0
12,20519,0
150,4284,0
24,2784,0.00923143
40426,6131,0
9007,5,0
3348,2990,0
13,171,0
72,829,0
1025,7169,0
10686,398,0
723,235,0
3772,566,0
4,1511,0
1508,36,0
11282,12374,0
4785,294,0
338,585,0
798,941,0
543,405,0
167,24,0
2990,336,0
468,18036,0
2293,12378,0
1050,338,0
6456,47,0
1095,1160,0
62,892,0
1002,1186,0
121,197,0
524,65,0
2227,3532,0
12460,3,0
5585,1627,0
3325,25817,0
1096,28643,0
8077,862,0
3508,1096,0
10694,40426,0
3551,170,0
252,5,0
141,244,0
1450,1075,0
1302,762,0
1736,5225,0
12,114,0
330,1041,0
2457,3325,0
2477,1442,0
500,1426,0
28,524,0
1532,3368,0
7411,1237,0
23002,2655,0
2984,4594,0
2503,8239,0
4255,1025,0
329,1025,0
447,5572,0
2861,566,0
845,10483,0
1210,4255,0
506,527,0
1164,447,0
1108,1536,0
11750,3691,0
265,3999,0
45468,524,0
415,46,0
1184,1910,0
4,7831,0
2655,1025,0.774193548
239,44,0
148,1072,0
29,294,0
18,48,0
498,3691,0
6993,9007,0
2944,377,0
355,377,0
1837,1119,0
289,150,0
2919,1429,0
9252,1268,0
1390,54652,0
22231,1627,0
798,8494,0
2464,1533,0
2381,31788,0
32156,276,0
10492,294,0
58,29,0
1301,6600,0
415,895,0
5546,19771,0
1132,1078,0
5546,715,0
599,999,0
50,935,0
7443,14,0
2262,631,0
1198,989,0
699,200,0
2241,244,0
130,7207,0
524,6890,0
441,1061,0
1465,2410,0
169,1119,0
2457,918,0
41201,3729,0
39722,2381,0
2582,2425,0
338,2477,0
1020,720,0
9818,1387,0
1065,825,0
1031,358,0
355,172,0
2457,1436,0
1245,1184,0
605,4603,0
355,2288,0
162,1175,0
4529,2394,0
383,448,0
566,3892,0
11000,398,0
190,79,0
7119,3325,0
6429,4482,0
18300,18105,0
1269,524,0
1119,5572,0
1506,385,0
131,6767,0
583,148,0
6491,62,0
512,3471,0
1840,1075,0
2598,715,0.148340664
5220,553,0
11688,833,0
6992,10157,0
1533,13,0
1159,601,0
2700,11127,0
24,6711,0
6249,4482,0
2566,6248,0
1306,506,0
12,36630,0
1184,2973,0
740,126,0
11126,3690,0
2639,6986,0
1388,9818,0
1083,10898,0
164,820,0
4097,749,0
9007,22010,0
1092,281,0
202,234,0
19771,301,0
6996,8963,0
2395,845,0
2425,2503,0
10670,2921,0
3841,6890,0
355,119,0
3426,498,0
4795,1237,0.202702703
12,1230,0
3325,1084,0
180,2805,0
31551,2740,0
1322,1264,0
524,803,0
25637,1095,0
39,3,0
2311,16083,0
1159,618,0
1416,6105,0
595,195,0
272,169,0
605,653,0
762,418,0
714,2150,0
26722,1390,0
403,409,0
475,2282,0
7042,2969,0.19047619
3391,3396,0
2362,42246,0
37448,4603,0
2727,157,0
1005,408,0
2737,2698,0
6994,6993,0
410,276,0.024474023
9007,660,0
1322,7087,0
312,336,0
21941,2672,0
2995,1436,0
237,8568,0
1083,3723,0
10,996,0
377,5546,0
467,392,0
6361,377,0
2973,2478,0
288,162,0
202,2737,0
290,1075,0
4331,800,0
902,20,0
1627,2655,0
1010,36628,0
142,3691,0
2431,8715,0
120,15156,0
347,995,0
1038,22338,0
5582,180,0
3508,1411,0
6918,289,0
430,114,0
2740,4641,0
331,583,0
1091,3060,0.015957447
332,276,0
1020,418,0
234,383,0
132,3205,0
11282,6,0
2394,6585,0
714,8174,0
995,8728,0
1041,667,0
1181,1506,0
2566,12460,0
7475,2990,0
234,45275,0
7468,999,0
15,44,0
1388,5380,0
79,16,0
13718,941,0
6464,797,0
10480,2477,0
3207,2750,0
11720,5219,0
86,4000,0
903,2180,0
29,10948,0
2417,347,0
237,418,0
3038,1417,0
3691,5268,0
316,167,0
368,897,0
1082,1081,0
999,6764,0
234,202,0
10484,11282,0
8024,8718,0
416,2721,0
15541,27,0
3725,152,0
533,7055,0
2670,265,0
1242,2740,0
506,46,2.165133946
2441,2079,0
10118,5,0
609,383,0
2381,14933,0
265,2462,0
1085,10949,0
504,1038,0
129,167,0
26642,10314,0
969,1420,0
10484,518,0
669,897,0
36,221,0
969,273,0
5358,46,0
677,6068,0
1496,697,0
312,1159,0
798,20945,0
1245,3057,0
533,2861,0
294,432,0
97,35,0
148,1519,0
121,1286,0
4,41,0
157,3057,0
46,4097,0
4171,332,0
3911,4078,0
91,82,0
383,317,0
6418,5621,0
6,19789,0
130,2655,0
111,39,0
18945,4603,0
1038,379,0
327,2776,0
2672,798,0
468,3327,0
3544,144,0
2311,7087,0
969,595,0
585,294,0
244,452,0
45189,252,0
797,814,0
15917,6418,0
43499,19789,0
7319,16247,0
17276,4750,0
5572,11107,0
1095,58,0
11688,3205,0
720,2425,0
3840,114,0
648,2995,0
1165,2969,0
162,14171,0
379,2262,0
172,786,0
656,366,0
1322,5378,0
195,3508,0
420,36515,0
524,41553,0
432,7042,0
6574,4835,0
631,131,0
2696,11126,0
8827,2424,0
826,583,0
642,192,0
4255,2672,0
317,762,0
11121,2703,0
28760,314,0
1091,273,0
6632,336,0
134,3368,0
416,22294,0
589,2722,0
1159,417,0
826,162,0
1506,336,0
968,1910,0
467,1071,0
5571,4603,0
995,1017,0
4602,605,0
349,1003,0
128,429,0
1268,2553,0
232,2703,0
1074,762,0
144,38040,0
2410,669,0
3302,1108,0
62,377,0.006756757
1023,2698,0
4750,130,0
1423,826,0.11627907
566,978,0
189,16795,0
7185,441,0
1326,2566,0
1321,1443,0
21363,2727,0
2457,7056,0
2984,265,0
10483,1506,0
1515,19789,0
9211,157,0
2374,271,0
23611,9241,0
4086,410,0
23611,18216,0
58,630,0
5220,3391,0
61,244,0
4361,862,0
197,62,0
132,1084,0
273,221,0
383,131,0
1071,148,0
31,399,0
266,2209,0
3239,172,0
20,6,0
2598,3225,0
265,8,0
441,3062,0
2,33,0
3060,47,0
3182,982,0
11044,14589,0
12,2655,0
10534,128,0
358,720,0
5572,5544,0
3060,6678,0
377,19083,0
62,18963,0
2672,45423,0
11116,197,0
9265,306,0
244,985,0
605,2984,0
152,675,0
642,1304,0
968,30,0
3342,10484,0
14589,3729,0
58,11282,0
1433,347,0
634,467,0
7077,294,0
28024,2424,0
2444,26,0.077419355
11000,1050,0
3271,2420,0
6195,6692,0
1766,449,0
2462,3725,0
1119,197,0
1090,2838,0
3,273,0
8541,1897,0
699,234,0
1411,2180,0
8970,6195,0
377,697,0
6676,21957,0
22302,862,0
1096,3171,0
30,409,0
409,1378,0
12,6600,0
2580,409,0
1159,494,0
45468,1264,0
2,10,0
1301,8701,0
499,985,0
1219,641,0
4171,4084,0
715,13299,0
22256,999,0
14171,1420,0
868,12706,0
10,5107,0
169,3385,0
862,4271,0
170,127,0
498,5026,0
4313,337,0
2311,1622,0
2646,10,0
6996,37825,0
47,1091,0
4083,1387,0
4032,2425,0
2566,6808,0
31,317,0
1210,607,0
1123,379,0.116883117
3345,2431,0
1047,13562,0
11215,918,0
873,265,0
1049,585,0
447,4394,0
3064,379,0
290,18,0
47,4565,0
26370,252,0
1020,2745,0
1184,3237,0
306,157,0
1038,940,0
20,2330,0
10330,3336,0
1084,12853,0
2703,21508,0
10314,157,0
723,520,0
128,9627,0
24,42,0
724,235,0
410,2441,0
2381,2441,0
1078,1123,0
54575,800,0
28546,1627,0
1467,12392,0
1087,3302,0
2580,61,0
667,347,0
9083,5219,0
157,80,0
18687,475,0
855,750,0
318,995,0
86,3057,0
21957,2671,0
441,605,0
1127,350,0
5544,365,0
1059,419,0
6320,47,0
2424,5358,0
25,167,0
10482,3729,0
189,368,0
720,1085,0
3176,82,0
9844,3345,0
1423,1416,0
6992,16247,0
2598,27132,0
120,6890,0
4720,1090,0
42614,995,0
3329,979,0
449,11688,0
3551,935,0
1268,669,0
924,1467,0
24,87,0
384,379,0
12378,1506,0
7185,204,0
10283,16245,0
141,506,0
15832,354,0
89,979,0
2464,897,0
273,86,0
8517,6676,0
1090,1010,0
1627,22048,0
332,2581,0
358,148,0
2282,28643,0
2441,13,0
1245,410,0
111,503,0
7918,715,0
184,533,0
2275,1429,0
1408,1433,0
1426,10301,0
180,6362,0
148,1049,0
327,1162,0
716,4128,0
797,5546,0
419,405,0
1091,3392,0
8685,197,0
820,740,0
9241,503,0
418,1039,0
36,449,0
306,1090,0
1090,124,0
605,5220,0
862,5514,0
358,40,0
172,3342,0
16214,40,0
1465,30443,0
35,409,0
2288,855,0
208,3392,0
162,995,0
58,16,0
197,676,0
33,3229,0
1050,2448,0
2433,336,0
7185,4011,0
1090,41,0
4172,130,0
14,873,0
2457,22502,0
321,10690,0
941,3899,0.052422723
2973,204,0
410,26,0
1175,1301,0
294,2431,0
3349,429,0
114,159,0.068372651
35,41,0
985,6340,0
1090,398,0
663,1164,0
15466,1085,0
350,2814,0
993,142,0
3345,2503,0
17671,5107,0
2722,1025,0
132,3892,0
19,4337,0
10755,130,0
762,1020,0
533,1008,0
1071,86,0
17209,1085,0
370,114,0
2703,2696,0
866,5,0
39805,2944,0
2063,1268,0
683,2448,0
114,141,0
4083,5862,0
3999,37276,0
2639,10560,0
1268,2671,0
449,2282,0
120,6,0
23611,8838,0
4153,416,0
6912,2424,0
170,2448,0
1531,16795,0
22619,1627,0
2444,60,0.077922078
10483,15273,0
46,45189,0
1085,3336,0
119,172,0
10761,1038,0.06277489
4814,13467,0
135,3205,0
30200,3508,0
2251,6195,0
3057,708,0
52,1304,0
5544,6058,0
714,1531,0
162,2750,0
1078,281,0
1082,2180,0
48652,128,0
2776,456,0
41,935,0
4297,7378,0
1090,1434,0
31,358,0
2470,132,0
31,720,0
11194,6804,0
28107,520,0
1433,2470,0
2282,3508,0
3349,1301,0
1070,3060,0
289,987,0
4,2784,0
180,379,0.876357561
5303,6894,0
1132,19309,0
405,1061,0
11123,2227,0
601,10107,0
398,641,0.574561404
16247,23611,0
2238,667,0
20628,413,0
7378,294,0
6574,44335,0
1423,855,0
9007,6996,0
172,3901,0
355,82,0
447,1020,0
25176,2990,0
3709,368,0
2425,6500,0.064935065
13451,833,0
11194,19697,0
8101,327,0
448,533,0
413,326,0
12663,2742,0
82,13,0
371,618,0
1301,2784,0
3691,232,0
2669,128,0
7124,1162,0
984,5870,0
3348,8024,0
2995,38929,0
1073,3508,0
20,3719,0
2671,37276,0
814,6248,0
499,458,0
3396,169,0
37468,1321,0
6087,918,0
9439,1387,0
1387,1826,0
11422,472,0
413,316,0
5589,1038,0
1211,873,0
2394,21957,0
9465,498,0
1267,2410,0
1736,135,0
62,58,0.263157895
82,1091,0.045045045
698,990,0
167,14,0
14,18837,0
169,1162,0
336,44,0
607,430,0
2154,169,0
46,28654,0
2425,2420,0
419,1184,0
16704,3729,0
6377,62,0
1032,714,0
3650,503,0
13523,2362,0
1301,6992,0
2441,614,0
8970,3522,0
801,289,0
128,330,0
6692,1210,0
6994,2783,0
16594,1083,0
28643,51528,0
21957,3985,0
336,383,0
2969,3911,0
1050,3631,0
2424,25671,0
6379,697,0
2254,506,0
1304,6631,0
22010,6996,0
1237,281,0
1286,458,0
419,11282,0
5544,3266,0
9,3060,0
2464,3060,0
3205,642,0
2441,19401,0.23255814
2662,4467,0
2646,2431,0
1269,3892,0
417,1084,0
566,5026,0
238,58,0
618,1123,0
114,1082,0
1433,3161,0
4083,19,0
5268,1322,0
714,9645,0
458,1005,0
202,2156,0
1536,2079,0
410,1386,0
416,430,0.297685704
2566,38186,0
16594,3725,0
114,6646,0
3057,14,0
2977,3600,0
19771,336,0
39,42,0
2700,14589,0
599,11213,0
2441,368,0
317,25,0
7087,1267,0
114,6894,0
1181,379,0
458,496,0
2292,141,0
7210,2425,0
120,820,0
897,1084,0
1301,2434,0
1038,2655,0
7831,683,0
2331,800,0
6342,169,0
667,289,0
430,82,0.100250627
12452,20,0
4093,2921,0
2696,11693,0
653,967,0
2984,2079,0
2672,26854,0
4772,2477,0
1766,6894,0
3684,148,0
2067,1420,0
171,237,0
2441,3899,0
4585,2441,0
131,371,0
16083,2424,0
2420,2990,0
1123,641,0
265,1079,0
1158,1030,0
12859,2672,0
347,1404,0
660,614,0
1037,410,0
150,289,0
41232,130,0
618,25637,0
14725,1304,0
1267,2381,0
2867,720,0
524,1467,0
862,38290,0
46,432,0
610,1090,0
31,13,0
398,347,0
6461,653,0
85,936,0
232,713,0
2783,9710,0
2079,3391,0
48,4795,0
468,383,0
15759,5225,0
897,2867,0
2784,2425,0
418,1049,0
19627,419,0
1165,4814,0
653,1075,0
3508,10,0
449,6500,0
5648,681,0
12037,2431,0
37834,132,0
897,866,0
708,543,0
34767,130,0
964,33714,0
968,3709,0
3772,410,0
244,164,0
234,180,0
2744,338,0
466,281,0
131,699,0
380,12,0
11675,825,0
12861,62,0
2448,337,0
3327,1108,0
114,3183,1.710526316
2698,114,0.128205128
58,192,0
697,2311,0
1378,14,0
2655,5,0
3207,3205,0
1025,749,0
9007,48332,0
475,485,0
235,3315,0
941,13299,0
641,1003,0.032258065
82,46,0
20,2292,0
3348,3349,0
204,11057,0
878,327,0
157,35060,0
6994,32036,0
25253,114,0
353,1090,0
4114,506,0
5619,1386,0
589,120,0
618,8024,0
4603,21851,0
6676,3062,0
839,1388,0
162,200,0
1322,13718,0
301,1627,0
1038,964,0
202,2840,0
72,190,0.064516129
751,2700,0
1627,398,0
602,121,0
982,13687,0
6,20778,0
2311,11118,0
250,667,0
935,122,0
2477,10695,0
6992,21903,0
1035,11,0
23611,3691,0
797,1322,0
4603,3008,0
234,1426,0
1506,524,0
41,13297,0
18075,410,0
3898,614,0
413,66,0
142,472,0
330,720,0
9641,11194,0
472,648,0
27,3,0
6984,2420,0
13414,11609,0
4773,169,0
4053,605,0
3999,9465,0
82,13297,0
169,2209,0
420,72,0
455,114,0
11287,1083,0
28596,941,0
399,358,0
452,410,0
3840,23611,0
410,19367,0
107,33,0
36,850,0
968,5544,0
157,3892,0
819,1096,0
2977,192,0
3691,1002,0
1385,19128,0
2672,3993,0.000918964
255,660,0
6474,5545,0
941,479,0
720,86,0
403,235,0
122,2444,0
11116,6380,0
3315,3508,0
1073,14758,0
1085,2422,0
2079,653,0
379,3536,0
2703,932,0
4331,410,0
14443,6087,0
1508,2381,0
316,266,0
1081,28643,0
2984,980,0
6195,1105,0
653,190,0
416,130,0
11085,1465,0
5753,982,0
856,4383,0
132,10680,0
449,996,0
825,6894,0
3325,4750,0
317,1283,0
366,13,0
22317,130,0
365,5545,0
2503,2067,0
265,3984,0
1025,861,0
2381,924,0
5223,14,0
14,81,0
566,15,0
2672,675,0
10670,12,0
861,940,0
2716,3057,0
72,3336,0
8323,936,0
7185,3391,0
29,801,0
6992,20526,0
24320,2381,0
12694,447,0
204,13505,0
273,2150,0
1184,512,0
294,2457,0
6992,23611,0
2227,18105,0
3592,2700,0
2424,23505,0
1234,347,0
1386,398,0
1455,798,0
116,33,0
28643,467,0
2296,1826,0
2374,1186,0
6692,1386,0
1465,2503,0
4561,265,0
447,2784,0
169,2675,0
4562,1210,0
35443,3706,0
1497,2740,0
276,1386,0
3205,935,0
5220,2680,0
7210,979,0
11422,714,0
2420,210,0
4084,2251,0
10155,1429,0
17136,918,0
2227,339,0
28956,5219,0
204,718,0
2687,3709,0
244,855,0
1108,124,0
197,2439,0
499,336,0
1114,543,0
35,42,0
618,347,0
2441,5220,0
195,2698,0
2671,4603,0
3536,1032,0
65,170,0
19,7197,0
3508,33727,0
4171,12,0
466,1020,0
3687,5268,0
234,13509,0
6894,6,0
6195,430,0
4150,46,0
4494,16704,0
1110,144,0
862,1408,0
18642,130,0
1429,458,0
6444,169,0
4271,1038,0
999,5545,0
3508,2727,0
468,1269,0
2420,13,0
19164,130,0
3146,157,0
3776,122,0
2292,2944,0
44,180,0
458,2995,0
5771,2477,0
2832,114,0
38290,800,0
2804,1039,0
3522,1408,0
9141,839,0
765,2566,0
449,3183,0.034886217
30289,2424,0
3,12374,0
3396,4658,0
1083,2374,0
1443,223,0
9518,2293,0
47,3993,0
715,38269,0
1071,3053,0
1084,150,0
1081,999,0
11116,2311,0
281,656,0
1104,2241,0
1386,1038,0
11961,1390,0
498,845,0
141,1085,0
8143,2995,0
162,7670,0
7042,1095,0
6992,6993,0
2321,157,0
829,157,0
2362,22766,0
237,29228,0
2420,4750,0
23826,105,0
252,50100,0
1004,16704,0
862,430,0
31,873,0
39869,19789,0
44,25,0
2750,2375,0
10331,3336,0
1025,1387,0
7971,3709,0
4441,1519,0
1286,410,0
3183,856,0
27525,12,0
8793,2457,0
15002,1390,0
4675,1423,0
2672,13328,0
16795,273,0
14,2362,0
414,122,0
10468,6996,0
2995,336,0
1032,932,0
41,851,0
9007,23634,0
3706,35443,0
1020,405,0
10690,5226,0
6139,157,0
2740,6994,0
40,987,0
6414,450,0
3709,294,0
2497,2420,0
79,6,0
10004,273,0
10482,4128,0
19771,932,0
2995,3334,0
337,1027,0
130,41506,0
844,80,0
192,5619,0
709,506,0
6640,2977,0
552,5107,0
599,11194,0
2722,2239,0
1017,2,0
1227,306,0
4467,18143,0
289,970,0
1186,2374,0
2118,3725,0
3178,985,0
11127,3690,0
18963,450,0
180,681,0
11648,1082,0
273,1147,0
595,1005,0
814,2598,0
336,28844,0
968,17300,0
159,985,0
2457,65876,0
1088,399,0
583,720,0
3592,18303,0
20,20760,0
12915,2457,0
2439,11121,0
1237,1083,0
1219,985,0
294,1027,0
964,4057,0
355,11,0
6365,2744,0
1897,6483,0
398,22294,0
6414,2783,0
4383,10,0
2381,7160,0
631,1408,0
223,11148,0
1003,4603,0
3008,25580,0
924,868,0
11749,2703,0
614,583,0
6131,232,0
10140,1075,0
2671,4585,0
8970,19,0
10140,2425,0
2,409,0
2463,3205,0
720,6984,0
2687,3302,0
972,631,0
9218,932,0
3302,3709,0
1423,162,0
16996,144,0
6890,820,0
101,180,0
14462,3508,0
765,814,0
2462,4814,0
3060,7185,0
34559,6676,0
618,162,0
4050,993,0
3270,1387,0
458,4172,0
10857,3345,0
418,366,0
918,11278,0
814,13744,0
2742,2696,0
82,129,0
4458,999,0
2402,6418,0
447,2776,0
5374,3551,0
4482,2477,0
82,66,0
985,3182,0.888888889
349,499,0
6156,2431,0
1003,379,0
46,171,0
1766,36,0
172,3146,0
15893,314,0
2459,2995,0
2995,417,0
144,2481,0.023809524
294,631,0
355,1089,0
3725,713,0
931,130,0
2421,1465,0
13473,3205,0
447,10688,0
142,2990,0
2598,5228,0
762,1286,0
504,130,0
9690,862,0
29228,1245,0
1160,1085,0
825,1204,0
798,152,0
10838,415,0
3508,3725,0
669,150,0
6056,2420,0
2754,1164,0
47,5219,0
3060,256,0
2672,2441,0
1081,40,0
3327,294,0
749,6351,0
3714,43162,0
347,897,0
855,504,0
2700,10690,0
122,1065,0
5544,1734,0
878,314,0
1210,4361,0
1038,6574,0
16704,12068,0
467,968,0
499,709,0
410,629,0
667,3161,0
1071,1003,0
20698,820,0
172,3508,0
4297,2503,0
29,289,0.01260471
475,42,0
7097,940,0
1286,40,0
15,52,0
1010,1032,0
18894,11194,0
583,855,0
2804,543,0
15,97,0
618,1175,0
2157,2444,0
2441,2976,0
169,20,0
1268,1269,0
1627,5570,0
1085,6987,0
599,868,0
416,2441,0
20192,6087,0
2448,294,0
1020,237,0
14,39,0
82,438,0
1090,643,0
4644,740,0
1465,1390,0
6112,2598,0
52,1411,0
25,855,0
8699,169,0
1071,41,0
10690,14589,0
6248,317,0
9010,3898,0
2239,553,0
2420,12522,0
18950,416,0
2919,553,0
8024,3349,0
6112,1075,0
11913,1184,0
7633,379,0
1028,164,0
4603,11411,0
373,16247,0
294,855,0
24245,589,0
1091,6418,0
398,1075,0
1531,1049,0
5546,13299,0
667,1164,0
1007,2783,0
4482,31450,0
11103,2776,0
8835,10727,0
2784,2672,0
11470,441,0
2781,197,0
23611,6107,0
1091,984,0
370,1010,0
2700,39722,0
697,1058,0
9353,12,0
1435,132,0
44,1429,0
631,130,0
1162,2067,0
12,1041,0
316,39,0
2672,3706,0
121,1075,0
3736,415,0
301,150,0
7046,1085,0
1627,1411,0
3772,3726,0
8700,653,0
543,1027,0
398,704,0
15466,1301,0
1110,1132,0
995,190,0
10044,503,0
142,1536,0
289,618,0
1111,2977,0
6574,862,0.057142857
3008,1090,0
152,1264,0
368,11,1.111111111
1411,2754,0
1433,221,0
1108,1050,0
941,239,0
596,868,0
4102,276,0
1075,3229,0
3840,20,0
148,941,0
46,27,0
1084,3368,0
408,430,0
985,337,0
750,2967,0
281,276,0
2990,4576,0
20,2944,0
10825,157,0
2362,24566,0.014202172
2420,2425,0
409,16704,0
931,355,0
35443,128,0
2424,3345,0
750,150,0
39097,6992,0
458,17300,0
868,15630,0
605,829,0
512,1237,0
4673,294,0
416,26789,0
969,2381,0
931,7055,0.119047619
861,506,0
11273,14171,0
4603,683,0
468,18470,0
964,121,0.500186637
4773,2282,0
7972,47,0
45935,20,0
503,4448,0
1162,14171,0
1050,11,0
1159,1230,0
192,11126,0
11,660,0
266,648,0
723,1304,0
2984,2671,0
331,10693,0
800,2921,0
266,44,0
10480,5546,0
260,3368,0
10970,833,0
419,14,0
653,9083,0
2079,36628,0
814,6380,0
20519,839,0
1096,10004,0
26340,410,0
2639,1436,0
703,281,0
1110,29,0
1049,1533,0.148148148
169,21957,0
210,237,0
190,603,0
8981,873,0
3609,3592,0
711,715,0
10131,409,0
65,42,0
1091,1083,0.197368421
354,6131,0
458,2251,0
41,56,0
2580,1397,0
7179,9644,0
6993,12517,0
4004,2079,0
72,266,0
1104,4097,0
1109,144,0
496,157,0
1840,1108,0
5268,6087,0
232,985,0
750,21957,0
276,416,0
1095,667,0.237765466
3544,718,0
2862,468,0
5219,28848,0
2990,1087,0
4482,3592,0
609,820,0
3326,982,0
447,16055,0
1007,1411,0
978,1041,0
2,27,0.383040936
789,2,0
10409,2672,0
15541,6414,0
169,797,0
2944,1427,0
984,618,0
2,80,0
27,82,0.592105263
3327,5222,0
1214,868,0
15,19684,0
5546,964,0
432,6676,0
3899,2698,0.078947368
336,366,0
255,20,0
10686,458,0
276,46,0
417,46,0
8144,605,0
11405,419,0
1290,1158,0
1003,15,0
697,7087,0
29,1089,0
3948,28643,0
585,1082,0
2432,2431,0
1090,403,0
25671,1465,0
1006,9010,0
9560,4482,0
29228,3057,0
3277,1108,0
2503,204,0
2441,17776,0
1010,352,0
2,127,0.042829541
1377,273,0
180,1029,0
1270,3691,0
1096,6105,0
354,4284,0
25580,1090,0
370,931,0
653,566,0
404,273,0
377,31297,0
379,2455,0
762,820,0
1301,21655,0
2381,1506,0
157,306,0
157,204,0
2696,13310,0
25819,4750,0
4424,144,0
141,221,0
10838,1158,0
36745,1038,0
839,4093,0
1180,3592,0
2814,762,0
856,5225,0
8024,162,0
603,358,0
339,20834,0
398,430,0
3327,3265,0
1084,583,0
940,621,0
762,7048,0
16178,605,0
1386,4061,0
2675,2441,0
749,398,0
2722,2843,0
20151,2410,0
1104,2331,0
499,1436,0
18916,2410,0
2778,20,0
354,77,0
585,368,0
862,410,0.244740232
964,8174,0
65,33,0
814,739,0
2672,441,0
5585,458,0
2477,22477,0
43993,862,0
1627,506,0
1245,2785,0
8164,566,0
416,1234,0
1112,512,0
4515,1038,0
4603,664,0
204,449,0
2448,2867,0
39212,520,0
430,379,0.329434698
1083,3690,0
7055,3349,0
17499,2566,0
3948,1387,0
22,1071,0
931,1071,0.341643583
422,14589,0
3060,3984,0
420,11083,0
3834,2742,0
317,2838,0
34,16245,0
5,31,0
3793,940,0
1147,7179,0
895,355,0
1302,1123,0
18303,2742,0
22,399,0
1081,3612,0
28643,1184,0
990,31,0.166666667
8506,1433,0
4007,6676,0
45468,1291,0
9715,1304,0
991,379,0
449,2463,0
506,4172,0
449,121,0
7695,935,0
82,5138,0
1467,1264,0
3714,2741,0
288,1071,0
6363,410,0
3268,3336,0
4554,6574,0
10870,2700,0
1455,642,0
36,506,0
982,1785,0
3691,156,0
820,3739,0
46710,715,0
109,60,0
3267,3327,0
980,653,0
738,347,0
1159,3508,0
723,499,0
3592,2227,0
2425,4297,0
868,1518,0
964,941,0
377,2598,0
281,1148,0
697,1267,0
8056,2503,0
669,5220,0
2944,21845,0
21957,18950,0
710,468,0
252,19164,0
1132,2963,0
20,120,0
3334,982,0
142,3368,0
14589,40426,0
1049,209,0.112612613
22214,820,0
35415,1091,0
4255,408,0
6993,2740,0
79,28,0
750,244,0
6890,58,0
416,866,0
1264,2381,0
216,197,0
23206,1162,0
3060,2759,0
128,1205,0
8438,7378,0
10005,2424,0
5543,839,0
2125,631,0
2,1,0
2524,714,0
6226,892,0
1227,1090,0
1119,2984,0
995,4603,0
28643,9250,0
472,714,0
3687,3691,0
42,293,0
172,2727,0
3999,2776,0
316,8789,0
8023,237,0
312,3691,0
3205,62,0
984,1181,0
1044,17444,0
162,1075,0
7077,1084,0
5587,276,0
2432,2420,0
1045,355,0
122,163,0
1411,2977,0
892,3725,0
4544,130,0
20698,126,0
660,6414,0
331,3709,0
2180,2977,0
271,6890,0
5587,430,0
980,6676,0
1390,5621,0
379,1039,0
1084,14707,0
524,4321,0
290,855,0
447,119,0
1455,520,0
2740,6992,0
141,2330,0
385,200,0
3609,2439,0
499,810,0
1627,40,0
31,164,0.066666667
13406,122,0
11083,5111,0
15,199,0
128,6363,0
683,1230,0
332,398,0.065789474
19964,1435,0
2362,2646,0
132,467,0
820,20958,0
17131,6992,0
1467,2832,0
7042,415,0
6541,450,0
2227,338,0
506,12,0
2740,11039,0
419,8536,0
312,5268,0
566,338,0
379,1443,0
1228,132,0
1464,11,0
1436,2995,0
337,148,0
432,294,0
940,1108,0
3302,4032,0
862,3037,0.042553191
4028,4083,0
4057,1083,0
3609,3243,0
40,1775,0
3216,449,0
6890,12,0
10492,3060,0
1826,3345,0
924,11282,0
204,417,0
738,826,0
172,354,0.018018018
11194,44796,0
677,398,0
2227,7918,0
5,2553,0
294,985,0
9829,164,0
1119,2259,0
1161,595,0
7198,1038,0
1245,430,0
367,1244,0
350,1227,0
10484,2150,0
902,1096,0
5220,6268,0
419,223,0
6611,413,0
631,3820,0
4128,6672,0
4718,6574,0
2454,180,0
5220,9,0
379,603,0
868,3221,0
1085,208,0
4111,506,0
19918,276,0
1467,868,0
1176,2867,0
2375,825,0
266,541,0
6414,3243,0
8101,6087,0
42,18,0.184210526
614,566,0
2079,602,0
11422,940,0
8178,1095,0
1301,27116,0
3371,2288,0
2241,1038,0
468,1090,0
2444,266,0
2381,6,0
415,379,0
667,720,0
37772,2671,0
11622,533,0
1204,2293,0
377,156,0
583,714,0
132,12280,0
5771,3609,0
970,506,0
1627,3037,0
11033,144,0
1426,2977,0
416,1025,0.348837209
3368,1075,0
892,62,0
2296,2448,0.063829787
2477,2745,0
10138,314,0
1075,3610,0
520,336,0
15136,1085,0
1071,2288,0
873,294,0
130,234,0
4553,1005,0
29292,1269,0
265,210,0.083333333
336,2432,0
1096,2727,0
448,11127,0
281,202,0
14621,122,0
2969,289,0
1119,128,0
9,6676,0
410,4103,0
62,3711,0
724,610,0
2,169,0
6297,566,0
8493,3345,0
169,1876,0
16054,4482,0
276,405,0
192,610,0.213333333
408,4111,0
6808,6087,0
3508,498,0
380,130,0
190,86,0
681,3302,0
167,72,0.014285714
22063,1038,0
