source,target,weight
131,16795,0
126,1081,0
347,619,0
3898,157,0
306,35,570000
999,53283,0
1075,16795,0
36745,749,410000
862,46,7410000
46,1386,0
294,2457,0
1085,7378,0
21957,52566,0
2984,33569,0
1123,2793,0
1082,36,20120000
2441,9,0
2861,157,0
9816,800,0
1264,2463,0
566,3230,0
12,15,9804000
2441,10534,0
1184,16704,0
12,4554,0
130,1047,0
130,15374,0
144,12469,0
6456,2374,0
1387,27563,0
941,5546,342000
1444,5268,5700000
5225,12208,0
3060,1119,0
10409,265,0
982,6418,0
524,22815,0
5358,119,0
148,2805,0
9010,28643,0
603,2578,0
266,10044,0
826,1158,3420000
2944,449,0
985,762,19406000
2974,172,0
2698,76,0
317,2778,627000
23826,409,1030000
1089,641,0
447,12105,0
2441,281,0
2253,1387,0
430,2921,0
6600,720,11400000
3336,12363,0
33,30,570000
13299,892,0
358,1039,428000
982,1387,4160000
2999,3999,0
1147,169,0
1039,11141,0
31,418,57570000
45545,833,0
234,1090,3480000
430,839,171000
338,1039,0
2963,1132,0
506,36745,0
11688,2381,0
354,4590,0
1164,447,0
724,1268,0
152,330,0
1049,199,0
1386,2778,0
1244,5358,0
499,631,10720000
276,862,0
1290,1041,0
1038,2331,0
1443,2293,456000
142,897,14820000
383,533,3990000
3349,15136,0
162,417,14421000
122,409,8094000
8024,3348,0
430,1627,0
1032,349,0
232,288,0
1037,1038,3530000
10492,982,0
8024,7179,114000
15,24,3990000
235,6225,0
1096,58,0
1091,4603,0
339,9007,0
129,44,0
1627,839,0
845,740,0
1186,6411,0
46,9826,0
281,1284,0
23611,26459,0
4641,36,205000
1123,148,0
41,11,0
982,8024,0
366,2867,0
2282,2727,0
940,2867,57000
1161,1096,1140000
9415,128,0
266,3551,0
13,7971,0
273,990,0
10949,2477,0
6418,683,798000
1321,13333,0
124,1423,1370000
1071,1237,3760000
130,11831,0
5545,18857,0
422,11282,342000
3216,141,0
2921,130,0
209,19789,775000
868,2463,0
999,628,0
2063,1108,0
5227,2420,0
13903,697,0
1035,289,0
630,614,0
11194,419,9470000
197,814,29000
1385,4569,0
862,5621,0
583,417,912000
5621,862,0
1005,1210,0
1041,1162,0
114,197,0
1063,316,0
1088,3008,0
2293,6890,342000
367,331,0
9265,383,6270000
27525,862,0
9641,11194,0
1158,595,0
120,44138,0
449,11688,0
845,6890,0
1103,252,114000
2330,2944,0
720,1386,5470000
